"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSMUSG00000001750.17",255.829564221413,-0.17622482269117,0.202082345617219,-0.872044621972926,0.383184035055761,0.517562161895677,"Tcirg1"
"ENSMUSG00000003228.10",677.503924290225,-0.060651148179983,0.242607191656444,-0.249997321867816,0.802589419731502,0.879026507324979,"Grk5"
"ENSMUSG00000003559.9",582.109877750034,-0.292587533261504,0.167468874115137,-1.74711590322359,0.0806172353228153,0.156142855783137,"As3mt"
"ENSMUSG00000003680.17",110.813025559847,0.317668895270079,0.276352419383623,1.14950647430049,0.250347198642426,0.381481445550363,"Taf6l"
"ENSMUSG00000004054.10",821.85460446766,0.163798504095704,0.176946500195986,0.925695076841195,0.354604467099253,0.494107238539091,"Map3k11"
"ENSMUSG00000005986.17",19.923955525811,0.0219842868077065,0.607715947968411,0.036175267213572,0.971142606982297,0.987326469142377,"Ankrd13d"
"ENSMUSG00000006435.17",40.7822471733244,-0.840751100983538,0.403797353355492,-2.08211147001591,0.0373322890989147,0.0820195963486603,"Neurl1a"
"ENSMUSG00000006456.11",296.56699412081,0.63893763088885,0.199047267549848,3.20997941219585,0.00132744479595803,0.00415744412691536,"Rbm14"
"ENSMUSG00000006457.5",547.067917238738,-0.128072196441812,0.185212194279489,-0.691489007729955,0.489258286220744,0.62405472283504,"Actn3"
"ENSMUSG00000006463.14",89.7704103175757,0.551006050753881,0.302690349906018,1.82036213220858,0.0687038751986922,0.136665005800642,"Zdhhc24"
"ENSMUSG00000006464.10",138.280503410534,0.300008397554583,0.240813533421968,1.24581203261899,0.212833411033415,0.334712372907251,"Bbs1"
"ENSMUSG00000007338.11",572.223496866408,-0.415842930353582,0.171443628807249,-2.42553738069268,0.0152857414765021,0.03730939348806,"Mrpl49"
"ENSMUSG00000009378.5",81.0633752267273,1.49160107406852,0.325376561286633,4.58423024747173,4.55661917238133e-06,2.32893868810601e-05,"Slc16a12"
"ENSMUSG00000010095.14",539.842680160084,-1.17235730588072,0.182466389042262,-6.42505894940019,1.31818423999299e-10,1.19775753164795e-09,"Slc3a2"
"ENSMUSG00000010097.16",1332.17583210406,0.772382912255184,0.16132775415237,4.78766295553638,1.68734715684409e-06,9.33750005591915e-06,"Nxf1"
"ENSMUSG00000010110.18",510.337669369035,0.6057994661517,0.174815413627552,3.46536643183175,0.000529509476464176,0.00177953869715814,"Stx5a"
"ENSMUSG00000010663.6",661.617480080271,1.22920803539005,0.159410848013139,7.71094345655031,1.24890991582525e-14,1.87591366948445e-13,"Fads1"
"ENSMUSG00000011752.8",2170.85495985993,-0.150944039162607,0.170943547771534,-0.88300518580756,0.377233469640594,0.513204868124727,"Pgam1"
"ENSMUSG00000012443.5",492.926756992831,4.25782751124389,0.285273851471526,14.9254040960319,2.25266771027211e-50,3.31592686952055e-48,"Kif11"
"ENSMUSG00000013662.7",1564.11557886632,-0.919686635543418,0.138894608073555,-6.62147111611686,3.55641521567482e-11,3.49002879831556e-10,"Atad1"
"ENSMUSG00000013663.9",2408.18321940295,-1.04130925398683,0.164449978546106,-6.33207290869231,2.41889128525354e-10,2.02307271130296e-09,"Pten"
"ENSMUSG00000015176.12",779.418341412905,0.168607567031082,0.16501077284937,1.02179732946888,0.306876833585803,0.44027553512505,"Nolc1"
"ENSMUSG00000016495.13",269.732512006572,-0.340621618435929,0.203869552845002,-1.67078219225259,0.0947647071809058,0.178838011500376,"Plgrkt"
"ENSMUSG00000016496.8",34.328286793246,-2.0650939239065,0.460777446611119,-4.48175998867708,7.40299739600566e-06,3.56118044670599e-05,"Cd274"
"ENSMUSG00000018820.14",485.141181706468,0.002722905172446,0.172512288700095,0.0157838330994475,0.987406846149283,0.995392142465248,"Zfyve27"
"ENSMUSG00000018821.4",156.121770834629,-0.260662544889016,0.252823533766759,-1.031005860117,0.302538071740676,0.435749551469936,"Avpi1"
"ENSMUSG00000018822.8",15.0169959199894,0.0817450977920601,0.623495036384245,0.13110785655346,0.895689986182899,0.93773517756844,"Sfrp5"
"ENSMUSG00000023307.15",1176.60802863369,-0.609823061519853,0.152031764364091,-4.01115559021883,6.04222724835582e-05,0.000243009795343709,"Marchf5"
"ENSMUSG00000024639.6",1129.49311062315,0.119777631255306,0.147014447092333,0.814733746405747,0.415224732214243,0.546318451351728,"Gnaq"
"ENSMUSG00000024640.10",296.993556531263,2.68820191348548,0.250740679279161,10.7210442326854,8.10826833890549e-27,3.51040323378496e-25,"Psat1"
"ENSMUSG00000024642.19",323.857428816926,-0.20856908650029,0.185386724691087,-1.1250486616441,0.260568414306186,0.391912946213939,"Tle4"
"ENSMUSG00000024654.9",465.338721672447,-1.17951408456306,0.230494152735106,-5.11732757888486,3.09895133414587e-07,1.90069015160947e-06,"Asrgl1"
"ENSMUSG00000024659.16",489.982421005535,-0.184160344824587,0.175905083298957,-1.04693020446487,0.295131769957751,0.429481952780663,"Anxa1"
"ENSMUSG00000024660.10",490.864430996525,3.158292413986,0.226264099387716,13.9584336292524,2.79509455298555e-44,2.93884227285338e-42,"Incenp"
"ENSMUSG00000024661.8",14816.1037765932,-1.02691754819165,0.144185771332764,-7.12218368497436,1.06230348765239e-12,1.37167608230203e-11,"Fth1"
"ENSMUSG00000024663.21",257.821355930325,0.383768736161386,0.215762031337197,1.77866668098627,0.0752944248302842,0.147777857800238,"Rab3il1"
"ENSMUSG00000024664.6",1067.12419788269,0.0272315767375479,0.150331484119082,0.181143536878655,0.856254912328289,0.92000527806368,"Fads3"
"ENSMUSG00000024665.9",306.944060237376,1.00162788831482,0.205719785323022,4.86889429104768,1.12224417146702e-06,6.30512755877655e-06,"Fads2"
"ENSMUSG00000024666.7",43.6220430857839,0.921601039088918,0.419907120388,2.19477354477187,0.0281798461008285,0.0640134775623759,"Tmem138"
"ENSMUSG00000024667.13",54.5355260723125,-0.579606520582172,0.353118746757297,-1.64139266437911,0.100715931641257,0.187663103007506,"Tmem216"
"ENSMUSG00000024668.9",758.713875076363,-0.981764063939822,0.154062574159799,-6.3725020128607,1.85968978162886e-10,1.59154846427772e-09,"Sdhaf2"
"ENSMUSG00000024669.9",4.11819234821493,0.444756819985642,1.21591652056606,0.365779074848485,0.714529935308419,NA,"Cd5"
"ENSMUSG00000024672.12",23.4200943013815,-1.03360230684545,0.55218708169858,-1.8718335526177,0.0612296347545453,0.123517908591715,"Ms4a7"
"ENSMUSG00000024673.10",7.76042759728042,0.847566487078051,0.930441293785468,0.910929569376437,0.362332484483831,0.50127200860921,"Ms4a1"
"ENSMUSG00000024677.14",47.2697888816335,-2.42681998344253,0.408616888860615,-5.93910836678693,2.86576396719355e-09,2.24383221261112e-08,"Ms4a6b"
"ENSMUSG00000024678.7",63.9306009762551,-3.44157992223643,0.37901570527234,-9.08030953430676,1.08266511730127e-19,2.27669007523925e-18,"Ms4a4d"
"ENSMUSG00000024679.11",34.0313417972653,-1.68957057418407,0.466742438262999,-3.61992061504387,0.000294693413304482,0.0010328302485338,"Ms4a6d"
"ENSMUSG00000024683.7",637.112086347138,-0.675711585126734,0.16440527804195,-4.11003584054229,3.95597711515762e-05,0.000164497127500339,"Mrpl16"
"ENSMUSG00000024687.12",2722.4987674922,-0.290313101506764,0.142450262326051,-2.03799625754477,0.0415503071456144,0.0892139836152843,"Osbp"
"ENSMUSG00000024691.14",408.277270962431,0.908172922575984,0.235958737940351,3.8488632822132,0.000118667211746443,0.000457272606520324,"Fam111a"
"ENSMUSG00000024695.17",1862.3223365522,-1.08249426169335,0.13714120372688,-7.89328248750948,2.94340345038952e-15,4.60924455209934e-14,"Zfp91"
"ENSMUSG00000024696.10",9.9964055327009,-1.05734061124645,0.850926657706804,-1.24257549304651,0.214024305351507,0.335152954763211,"Lpxn"
"ENSMUSG00000024697.5",13.8714765533232,1.14163706949977,0.696108834196383,1.64002669326517,0.10099961694752,0.187716459781249,"Gna14"
"ENSMUSG00000024712.10",975.608165725325,-1.02729926538764,0.160420234890217,-6.40380102978074,1.51555595081361e-10,1.32791569023669e-09,"Rfk"
"ENSMUSG00000024713.17",149.838091867122,0.759832847419335,0.243723222875155,3.11760544791643,0.00182326709626209,0.00561474720857278,"Pcsk5"
"ENSMUSG00000024725.14",665.936425682803,-0.0873227613360373,0.162589850357986,-0.537073877267075,0.591216584269112,0.719232076069531,"Ostf1"
"ENSMUSG00000024726.11",1138.32023145518,-1.35207087869865,0.150170038521724,-9.00359946636799,2.18435940709608e-19,4.34510411789923e-18,"Carnmt1"
"ENSMUSG00000024727.10",11.0890250562583,0.919730686970704,0.830961611855318,1.10682692659795,0.268368764082,0.401462216187707,"Trpm6"
"ENSMUSG00000024732.8",164.663867040617,0.22586929259741,0.228879086255747,0.986849852873959,0.323716251027944,0.459065820340206,"Ccdc86"
"ENSMUSG00000024735.14",3725.80667207024,-0.531164368099515,0.132510565965315,-4.00846803596439,6.11139085737374e-05,0.00024445563429495,"Prpf19"
"ENSMUSG00000024736.16",438.145666152307,1.13970925240429,0.177658043296742,6.4151852134307,1.40651756741186e-10,1.24722521640377e-09,"Tmem132a"
"ENSMUSG00000024737.3",64.7969939746796,-0.947114272866458,0.343378818681034,-2.75821984741067,0.00581170971363329,0.0160805201099026,"Slc15a3"
"ENSMUSG00000024740.11",5869.99049229169,0.58224448673906,0.136199851209211,4.27492748024151,1.91199519356339e-05,8.38301659950178e-05,"Ddb1"
"ENSMUSG00000024742.16",27.5065593762042,1.0905379662108,0.527344932387083,2.06797846956519,0.0386420477267691,0.0841436305529647,"Fen1"
"ENSMUSG00000024743.17",1214.79940890724,-1.2728482293157,0.196559099452479,-6.47565151072253,9.44037045017171e-11,8.79507930547643e-10,"Syt7"
"ENSMUSG00000024747.4",7.14323123976954,1.88970684523176,1.20271334777974,1.57120302083638,0.116135498636284,0.203030230395024,"Aldh1a7"
"ENSMUSG00000024750.12",2222.56165366426,-0.516946938598698,0.13907627825805,-3.71700296465746,0.000201600078619828,0.000741888289320969,"Zfand5"
"ENSMUSG00000024754.14",1033.40199047254,1.92452390329493,0.180670200451935,10.6521379756089,1.70405701938515e-26,6.60097876982879e-25,"Cemip2"
"ENSMUSG00000024758.16",2291.96064963529,0.0769369614481036,0.140894673821202,0.546060112575567,0.585024616933914,0.714059897285839,"Rtn3"
"ENSMUSG00000024759.15",1105.43262876911,0.720452522426943,0.157688087883206,4.5688455741854,4.90417942473004e-06,2.48929383213883e-05,"Atl3"
"ENSMUSG00000024761.4",592.655105528762,-1.09517879478925,0.165736086160937,-6.60796824733622,3.89630227451184e-11,3.77326115005357e-10,"Gm16437"
"ENSMUSG00000024764.11",760.815174334323,0.701368064696099,0.154603872463308,4.53654914020705,5.7182170391472e-06,2.88260804165229e-05,"Naa40"
"ENSMUSG00000024766.16",147.697004596452,-0.178051346700066,0.247739515478472,-0.718703862628399,0.472323402868638,0.606684161450815,"Lipo3"
"ENSMUSG00000024767.12",990.63670157021,0.242327094491699,0.153562585525057,1.57803473849532,0.114557629410462,0.201227721351074,"Otub1"
"ENSMUSG00000024769.8",439.364885639849,-0.374505716355847,0.17488935369701,-2.14138658780034,0.0322428756268279,0.0723498672601993,"Cdc42bpg"
"ENSMUSG00000024772.10",1855.02700635279,-0.815073033159009,0.145755247155195,-5.59206648863316,2.24382857322468e-08,1.54341853261062e-07,"Ehd1"
"ENSMUSG00000024773.16",771.95452279712,-0.554647221964743,0.162340156834768,-3.41657438787169,0.000634143360725314,0.00209295745961359,"Atg2a"
"ENSMUSG00000024776.19",106.954646971043,0.685931364302114,0.290219062996548,2.36349520675791,0.0181034608440522,0.0427055999398155,"Stambpl1"
"ENSMUSG00000024777.11",589.858526585675,-0.692325398111618,0.164293020768458,-4.21396718420149,2.50923759560526e-05,0.00010737202734683,"Ppp2r5b"
"ENSMUSG00000024778.14",116.615003980521,-3.06323926202443,0.299914492284989,-10.2137087097266,1.72156008924949e-24,5.50899228559837e-23,"Fas"
"ENSMUSG00000024780.8",2159.63299132119,-0.760911072202719,0.210021719680168,-3.62301134073883,0.000291193050050492,0.00102544538199599,"Cdc37l1"
"ENSMUSG00000024781.17",485.054294470475,-0.498249899403186,0.179716462881092,-2.77242213326249,0.0055640829502191,0.0155119888309139,"Lipa"
"ENSMUSG00000024782.8",2005.85499582856,-0.886116921552395,0.15820422125805,-5.60109530899956,2.13001574669857e-08,1.47895432978316e-07,"Ak3"
"ENSMUSG00000024785.8",90.0293002432212,-0.133335439375361,0.288570304015389,-0.462055303404506,0.644041661827979,0.76085820723177,"Rcl1"
"ENSMUSG00000024787.15",202.040276680689,-0.475018326837125,0.216310216400196,-2.19600504655911,0.0280915821754695,0.0640105401893052,"Snx15"
"ENSMUSG00000024789.14",643.453900149799,-0.246119101850355,0.194955288037781,-1.2624387074982,0.2067909683405,0.328013260126311,"Jak2"
"ENSMUSG00000024790.9",133.44551579882,-0.211895696628421,0.258948118718844,-0.818294018418758,0.41318932081281,0.546318451351728,"Sac3d1"
"ENSMUSG00000024792.10",164.053534271858,0.313832462256933,0.232598078193975,1.34924787295625,0.177257362652109,0.291859997565888,"Zfpl1"
"ENSMUSG00000024795.12",242.563639735471,3.77991739275204,0.740333775470271,5.10569356416433,3.29583419794249e-07,1.98830653252924e-06,"Kif20b"
"ENSMUSG00000024797.15",328.677964437817,0.477347864702033,0.183911752323136,2.59552670600041,0.00944460629606997,0.0247374741420196,"Vps51"
"ENSMUSG00000024799.17",52.6509860107459,-0.0392054790650923,0.357308739286069,-0.109724377700439,0.912627966535902,0.943053705753403,"Tm7sf2"
"ENSMUSG00000024800.9",136.892006483775,-0.480514044924511,0.247479663678347,-1.94163042644604,0.0521818567324655,0.108491091963544,"Rpp30"
"ENSMUSG00000024803.10",9654.70586535557,-0.86761864564901,0.496258743964204,-1.74831911014467,0.0804087859417471,0.156142855783137,"Ankrd1"
"ENSMUSG00000024805.17",1119.06535770182,-0.824743956559274,0.148297164950034,-5.56142767015913,2.67576576315499e-08,1.82348481637229e-07,"Pcgf5"
"ENSMUSG00000024807.19",431.314127600227,-0.218406109092786,0.180851600763672,-1.20765372366368,0.227180485145212,0.352752820816194,"Syvn1"
"ENSMUSG00000024810.17",50.2149046132078,-1.71277266741902,0.379122811284597,-4.51772517094281,6.25075416652733e-06,3.06703671104274e-05,"Il33"
"ENSMUSG00000024811.13",2884.37866002768,0.191961318650121,0.138247509231104,1.38853365039095,0.164974605358281,0.275331767672777,"Tnks2"
"ENSMUSG00000024812.12",882.755954008387,0.908877623715893,0.16044462990848,5.66474318420211,1.47244899899287e-08,1.0420408300565e-07,"Tjp2"
"ENSMUSG00000024816.13",277.553889845958,0.602692999535551,0.197742539054895,3.04786720356735,0.00230471751475599,0.00703847340605977,"Frmd8"
"ENSMUSG00000024817.14",690.500074935818,0.670222017216701,0.156391337074553,4.28554438982256,1.82292243019241e-05,8.08235487121456e-05,"Uhrf2"
"ENSMUSG00000024818.16",72.4626256220274,0.334644403054225,0.318102035126124,1.05200333887063,0.292798017763213,0.427578057685962,"Slc25a45"
"ENSMUSG00000024824.8",110.5189588335,0.309905147236672,0.267998724027303,1.15636799526366,0.247530666781577,0.377972138488051,"Rad9a"
"ENSMUSG00000024826.16",1019.84801781668,0.0556626805406636,0.144786054942694,0.3844478017078,0.700646576891325,0.795133008017175,"Dpf2"
"ENSMUSG00000024827.11",12.5437349122945,0.621619857591864,0.720260550614945,0.863048596873918,0.388110748283285,0.523167602081497,"Gldc"
"ENSMUSG00000024829.13",541.921907117929,-0.656123647825094,0.166758674707657,-3.93456981458588,8.33458404291038e-05,0.000326290098701172,"Mrpl21"
"ENSMUSG00000024830.18",297.679714969258,0.522889549884533,0.198453371836798,2.63482320831788,0.00841811161237537,0.0222867990888787,"Rps6kb2"
"ENSMUSG00000024831.15",109.174867886133,0.72371625957245,0.269868388747517,2.68173780164205,0.00732408391391149,0.0198912389691471,"Ighmbp2"
"ENSMUSG00000024833.16",414.044238911028,0.798183918312585,0.188720669909007,4.22944618995594,2.34267303018965e-05,0.000101423961777623,"Pola2"
"ENSMUSG00000024835.16",730.09746405759,0.587733928728079,0.162206016601505,3.62337933599575,0.00029077888614019,0.00102544538199599,"Coro1b"
"ENSMUSG00000024841.9",412.274581163323,0.194531878333201,0.173609520746542,1.12051388366657,0.262494839592772,0.393474953035193,"Eif1ad"
"ENSMUSG00000024842.9",8.95874487450024,-0.410339801913236,0.914107537718945,-0.448896639597999,0.653506220303679,0.768339581698895,"Cabp4"
"ENSMUSG00000024843.16",287.684072800575,0.15023416736503,0.190237838489587,0.789717590137851,0.429692716218895,0.562729251133642,"Chka"
"ENSMUSG00000024844.16",928.224327266144,0.245629048791807,0.164406104387105,1.49403849514892,0.135165557999349,0.230349668085805,"Banf1"
"ENSMUSG00000024845.20",891.991600662698,-0.611940023599534,0.179308100464472,-3.4127851559098,0.00064302614170638,0.00211280017989239,"Tmem134"
"ENSMUSG00000024846.7",17.2002784283204,-1.71772929288985,0.612875226820182,-2.80273898783941,0.00506706590928014,0.0143436942662699,"Cst6"
"ENSMUSG00000024847.16",525.838343616405,-0.419207941542836,0.166153871403052,-2.52301037588184,0.0116354967791981,0.0299430966066076,"Aip"
"ENSMUSG00000024851.15",732.506471760668,0.57334747042117,0.175380990107768,3.269154029002,0.00107869563499941,0.00346689950812036,"Pitpnm1"
"ENSMUSG00000024853.11",2984.78022001502,0.108764477652172,0.128926977636426,0.843613025342823,0.39888568328377,0.532812818324601,"Sf3b2"
"ENSMUSG00000024854.5",64.3978561418383,-0.324340203295556,0.3665025338636,-0.88496032995031,0.376178027493973,0.512716718954749,"Pold4"
"ENSMUSG00000024855.11",765.319186164764,-0.29342369281902,0.163304721183585,-1.79678634329963,0.0723695452497538,0.14349924646256,"Pacs1"
"ENSMUSG00000024856.11",192.34184868548,-0.978733537934979,0.241351050633965,-4.05522799823787,5.00854248025673e-05,0.000203662279860163,"Cdk2ap2"
"ENSMUSG00000024858.15",1151.33345536606,-0.679241293681362,0.14467085265242,-4.69508046180717,2.66501802340014e-06,1.42134294581341e-05,"Grk2"
"ENSMUSG00000024862.17",990.092396941256,-0.741811477593476,0.148861587739586,-4.9832296488143,6.25316611900228e-07,3.56769787874859e-06,"Klc2"
"ENSMUSG00000024866.11",200.04792839958,-1.62070705512894,0.216571787194023,-7.48346345628564,7.23890385831884e-14,1.04467318425935e-12,"Acy3"
"ENSMUSG00000024867.15",657.886642092702,-0.659868019544704,0.203784280312233,-3.23807125129411,0.00120340750755321,0.00383423344397907,"Pip5k1b"
"ENSMUSG00000024868.9",2.99312599961647,0.136318992636183,1.39601902097461,0.0976483776997634,0.922211508187472,NA,"Dkk1"
"ENSMUSG00000024869.11",74.6282132285767,0.392031638170242,0.342908239769359,1.14325522896132,0.25293263766607,0.383831796540676,"Gm49405"
"ENSMUSG00000024870.7",2140.87133065853,-0.668271368519346,0.152216388627856,-4.39027212866784,1.13208894988084e-05,5.27352827286267e-05,"Rab1b"
"ENSMUSG00000024871.12",839.498798677251,-1.31574237660279,0.152650798122076,-8.61929575730474,6.7367146652342e-18,1.23955549840309e-16,"Doc2g"
"ENSMUSG00000024873.8",11.7739850483101,0.680744214380354,0.7372334598734,0.923376720445181,0.355810919056682,0.494107238539091,"Cnih2"
"ENSMUSG00000024875.6",605.777699697304,-1.15263012445923,0.164077041465143,-7.0249323986263,2.14169916630714e-12,2.50204854984454e-11,"Yif1a"
"ENSMUSG00000024878.10",167.939718047397,0.0104560519916997,0.240376248110994,0.0434986903817201,0.965304008463642,0.985386616129322,"Zng1"
"ENSMUSG00000024883.9",33.3071558172882,-0.189054530462455,0.450196502207038,-0.41993780390482,0.674530890113825,0.778578619879116,"Rin1"
"ENSMUSG00000024885.10",31.2429742529593,0.092459872397167,0.454537835661722,0.203415128825443,0.838810575905404,0.906555923445488,"Aldh3b1"
"ENSMUSG00000024887.11",568.099787604225,-0.134938162905397,0.178468576163233,-0.756089199602168,0.44959571700147,0.581550874715434,"Asah2"
"ENSMUSG00000024889.6",155.058177891037,0.230624969038108,0.264185822146843,0.872964972775561,0.382682170018843,0.517562161895677,"Rce1"
"ENSMUSG00000024891.7",298.244457477305,0.615755649511632,0.209098997430135,2.94480440881774,0.0032315887943597,0.00955200543232426,"Slc29a2"
"ENSMUSG00000024892.18",260.050551446157,-1.40733525109609,0.235293713052447,-5.98118510196827,2.21519966827004e-09,1.79163401741401e-08,"Pcx"
"ENSMUSG00000024896.10",346.700909901095,0.63189317190401,0.192857161401439,3.27648279852415,0.00105108715124114,0.00340651096077268,"Minpp1"
"ENSMUSG00000024897.10",159.516512070898,-0.210740821780417,0.269753960492406,-0.781233466955345,0.434665193444157,0.565749991648866,"Apba1"
"ENSMUSG00000024899.8",216.878257137266,-1.43705211811402,0.223893912023677,-6.41845106517255,1.37667844055071e-10,1.23565284420161e-09,"Papss2"
"ENSMUSG00000024900.6",1817.89842997956,1.55905334038615,0.173015582450533,9.0110573758979,2.04079214912815e-19,4.17228617155088e-18,"Cpt1a"
"ENSMUSG00000024901.16",18.1273558029725,-2.24758875048317,0.606069336482553,-3.7084680170878,0.000208516991330835,0.000759745077324231,"Peli3"
"ENSMUSG00000024902.6",541.68201988021,-0.470655263033193,0.170633315418764,-2.75828469884749,0.00581055675667086,0.0160805201099026,"Mrpl11"
"ENSMUSG00000024905.16",87.218161917597,0.469993506175722,0.339543585084067,1.38419197658927,0.166299679466428,0.276915303364911,"Tesmin"
"ENSMUSG00000024906.11",356.043019172266,0.0224738759236306,0.182260597850862,0.123306277871535,0.901864569750094,0.939445404259871,"Mus81"
"ENSMUSG00000024907.8",11.2604580489762,1.7406068433991,0.864484952926051,2.01346112214864,0.0440661410314624,0.0937360687836889,"Gal"
"ENSMUSG00000024908.16",2552.24253327993,0.28501208500806,0.134630767937947,2.11699071002422,0.0342606362403789,0.0764116008270268,"Ppp6r3"
"ENSMUSG00000024909.16",275.110114113651,0.995033382696463,0.220160005606898,4.51959192112815,6.19589421800264e-06,3.06052224459728e-05,"Efemp2"
"ENSMUSG00000024910.6",5.4941445243465,-0.101244878736206,1.05258501203617,-0.0961868899694405,0.923372142823561,NA,"Ctsw"
"ENSMUSG00000024911.8",465.965832855177,0.720105116790088,0.169034123108773,4.26011685419697,2.04320053559573e-05,8.8981987822394e-05,"Fibp"
"ENSMUSG00000024913.17",1071.84054244373,-0.795420245643132,0.158181939272889,-5.02851494487563,4.94292995087003e-07,2.88729876495265e-06,"Lrp5"
"ENSMUSG00000024914.17",1740.82013554712,-0.657249813646889,0.141042759019434,-4.65993304595189,3.16312256941813e-06,1.66289872220839e-05,"Drap1"
"ENSMUSG00000024921.18",1706.42088504527,-0.357880801538983,0.147580622184705,-2.42498504370768,0.0153090174366768,0.03730939348806,"Smarca2"
"ENSMUSG00000024924.15",5937.30603776047,-1.06705485898258,0.154426287414318,-6.9098006359482,4.85335285945076e-12,5.33144433515785e-11,"Vldlr"
"ENSMUSG00000024925.12",162.369850309889,0.281865035878557,0.267546659370634,1.0535173062583,0.292103966792548,0.427412563736214,"Rnaseh2c"
"ENSMUSG00000024926.11",298.342772231555,0.300562918721119,0.201195259543583,1.49388668203691,0.135205239963407,0.230349668085805,"Kat5"
"ENSMUSG00000024927.9",593.553285117369,-0.292777117353946,0.180697198378093,-1.6202637339254,0.105175635758357,0.19304056837444,"Rela"
"ENSMUSG00000024935.12",81.4763656875947,0.838663703715185,0.335827792774735,2.49730284913536,0.0125142029751372,0.0315426485948663,"Slc1a1"
"ENSMUSG00000024936.9",8.06429636462499,1.86549331873622,1.03882062594386,1.79578001451527,0.0725295104403157,0.14349924646256,"Kcnk7"
"ENSMUSG00000024937.16",7712.73069242316,-0.261951852983444,0.13034189084935,-2.00972880841671,0.0444598991810314,0.0940301316012619,"Ehbp1l1"
"ENSMUSG00000024940.12",1065.04187005745,0.298273723245748,0.158723060128249,1.87920849689227,0.0602160298975585,0.122767307491975,"Ltbp3"
"ENSMUSG00000024941.10",1052.30899156008,-0.39260259255865,0.147168240637041,-2.66771275418669,0.00763695196608171,0.0205889987070921,"Scyl1"
"ENSMUSG00000024942.20",505.440978175381,-0.588008364175832,0.17952486056688,-3.27535897991562,0.00105527785197849,0.00340651096077268,"Capn1"
"ENSMUSG00000024943.10",768.530032012106,0.403439981918615,0.252698854125637,1.5965247777421,0.110371678301675,0.198387784467442,"Smc5"
"ENSMUSG00000024944.7",470.785117247039,-0.257142825959324,0.184152967043021,-1.3963545094511,0.162607766652992,0.272618032475176,"Arl2"
"ENSMUSG00000024947.18",337.499237947785,0.467418334483916,0.184935348488705,2.52746886035399,0.0114888011751531,0.0296693251400445,"Men1"
"ENSMUSG00000024948.16",533.032063342313,-0.21841341261855,0.174743588280497,-1.24990802104827,0.211333149008097,0.333253839910414,"Map4k2"
"ENSMUSG00000024949.18",2145.28653976986,0.376927391498649,0.142391761509065,2.64711516666401,0.00811817004790873,0.0216484534610899,"Sf1"
"ENSMUSG00000024953.18",3180.56981342181,-1.51593900194169,0.151145724634954,-10.0296518846495,1.12913990922443e-23,3.32418789275673e-22,"Prdx5"
"ENSMUSG00000024955.16",2207.3750246518,-0.73618760152918,0.153974258780204,-4.78123815864621,1.74218816876915e-06,9.56903352398578e-06,"Esrra"
"ENSMUSG00000024957.10",14.8994150984387,0.269249142364049,0.659569137569766,0.408219740778227,0.683112356448594,0.78439336354183,"Kcnk4"
"ENSMUSG00000024958.15",375.296845185643,-1.25447282508905,0.188833656597595,-6.64326925449704,3.06800628210277e-11,3.09322277209265e-10,"Gpr137"
"ENSMUSG00000024959.15",172.619519578926,-0.101918801348093,0.242906999042271,-0.419579517057706,0.674792654259482,0.778578619879116,"Bad"
"ENSMUSG00000024960.10",507.373856589481,-0.155736420039982,0.168587791800216,-0.923770448482631,0.355605844219053,0.494107238539091,"Plcb3"
"ENSMUSG00000024962.14",2620.74835345691,-1.04436205027151,0.149610309497804,-6.98054869197929,2.94029430390511e-12,3.32931785796025e-11,"Vegfb"
"ENSMUSG00000024963.13",414.80335234392,-0.61927499836335,0.171528387762253,-3.61033532957644,0.000305801397647858,0.00106668165245888,"Dnajc4"
"ENSMUSG00000024965.10",107.181424825968,-0.47441964530572,0.301905752913261,-1.57141637987277,0.116085963713756,0.203030230395024,"Fermt3"
"ENSMUSG00000024966.10",2313.55097416386,-0.278335700617382,0.16932089278888,-1.64383553637665,0.10021017874509,0.187194648620269,"Stip1"
